StudID,StudID_RT,key_resp_4.keys,key_resp_4.rt,captured_string,Text20_RT,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,trialsRecognition.thisRepN,trialsRecognition.thisTrialN,trialsRecognition.thisN,trialsRecognition.thisIndex,trialsRecognition.ran,Rand,RecogWord,key_resp_3.rt,key_resp_10.keys,key_resp_10.rt,selectedPrimeThresh,ThreshPrimeduration,Text52_RT,captured_string_Thresh,threshLoop.thisRepN,threshLoop.thisTrialN,threshLoop.thisN,threshLoop.thisIndex,threshLoop.ran,keyQuestion.keys,keyQuestion.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_14.keys,key_resp_14.rt,Question5Answer,Question5Answer_RT,Question6Answer,Question6Answer_RT,Question7Answer,Question7Answer_RT,demoResp,demoRT,demoloop.thisRepN,demoloop.thisTrialN,demoloop.thisN,demoloop.thisIndex,demoloop.ran,DemoQuestion
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,slash,0,2,2,258,1,0.636956338,RAIN,2.549125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,slash,0,3,3,272,1,0.799885569,CLOWN,1.221675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,z,0,4,4,40,1,0.688159484,WHEAT,0.96319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,z,0,5,5,329,1,0.617114391,STING,1.071935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,slash,0,6,6,76,1,0.187752518,TEST,1.044535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,slash,0,7,7,49,1,0.205818425,CANDLE,0.93699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,slash,0,8,8,55,1,0.847502284,KIDNAP,0.87446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,slash,0,9,9,191,1,0.181013519,GLASSES,0.90952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,slash,0,10,10,204,1,0.474320781,CASTLE,1.027095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,slash,0,11,11,296,1,0.044271884,BRAIN,1.23788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,z,0,12,12,287,1,0.157912468,YOUNG,1.347815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,slash,0,13,13,142,1,0.302092566,SHEETS,1.090745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,slash,0,14,14,200,1,0.617401957,LETTER,1.18765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,slash,0,15,15,87,1,0.347621821,CANCER,0.94281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,z,0,16,16,156,1,0.965556302,STORY,1.204565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,z,0,17,17,103,1,0.052879296,MINUTE,1.09984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,slash,0,18,18,222,1,0.174208109,CLEAR,0.93204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,slash,0,19,19,126,1,0.121983524,CHANGE,1.21681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,slash,0,20,20,129,1,0.600881716,JAIL,0.83778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,slash,0,21,21,140,1,0.513462153,RIGHT,2.13933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,slash,0,22,22,146,1,0.140478509,STREAM,1.21458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,z,0,23,23,162,1,0.263908753,CLAM,1.25953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,slash,0,24,24,178,1,0.391613645,SMART,1.058665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,slash,0,25,25,84,1,0.79498797,ANIMAL,0.72428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,slash,0,26,26,69,1,0.895309833,SLOW,3.687835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,slash,0,27,27,164,1,0.499184699,NICKEL,0.726235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,slash,0,28,28,82,1,0.014768335,WILD,1.15512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,slash,0,29,29,154,1,0.318502566,DREAM,0.708805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,slash,0,30,30,71,1,0.31286938,SPIDER,0.82216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,z,0,31,31,97,1,0.408270707,GIRLS,0.966105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,slash,0,32,32,32,1,0.067157859,SMOKE,0.89487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,slash,0,33,33,21,1,0.817537999,LAKE,0.76205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,slash,0,34,34,333,1,0.442716238,PROPER,0.994595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,slash,0,35,35,311,1,0.789649172,STEAL,0.99268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,z,0,36,36,220,1,0.585266459,TALK,1.16206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,z,0,37,37,135,1,0.258521111,GROSS,1.40037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,z,0,38,38,59,1,0.622354057,MIDDLE,0.72563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,z,0,39,39,88,1,0.827935153,CLOCK,0.82917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,slash,0,40,40,190,1,0.686155583,LARGE,0.800335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,slash,0,41,41,189,1,0.022462029,OVEN,0.602685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,slash,0,42,42,165,1,0.761584316,HORN,0.83364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,z,0,43,43,270,1,0.820147356,BUSH,0.99067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,z,0,44,44,79,1,0.946647028,TOES,0.98365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,slash,0,45,45,131,1,0.977757327,GLORY,0.826255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,z,0,46,46,327,1,0.406012152,SKIN,1.0336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,slash,0,47,47,66,1,0.644718582,MOST,0.768795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,z,0,48,48,240,1,0.608522653,ROOF,0.862365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,slash,0,49,49,110,1,0.974766317,QUEEN,1.25067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,slash,0,50,50,217,1,0.635377534,GAME,1.545565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,z,0,51,51,9,1,0.319978901,DUSK,0.81331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,z,0,52,52,238,1,0.928411832,HAPPY,1.03366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,z,0,53,53,29,1,0.170546156,POUND,0.950295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,z,0,54,54,160,1,0.555276839,MONEY,0.800745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,slash,0,55,55,251,1,0.755504853,SMELL,0.955595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,slash,0,56,56,247,1,0.744897792,STORE,0.93646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,slash,0,57,57,13,1,0.385660487,GEEK,0.833695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,slash,0,58,58,282,1,0.832454145,MANY,0.725195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5fb65456d2527632686468a5,001,2021-06-03_22h02.07.082,DelayedExp,2020.1.3,Win32,60,,,z,0,59,59,335,1,0.613096738,DOCTOR,1.635305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
